ain,PRIMARY_NA,FRS_FACILI,REGISTRY_I,LOCATION_A,SUPPLEMENT,CITY_NAME,COUNTY_NAM,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NA,POSTAL_COD,FEDERAL_FA,FEDERAL_AG,TRIBAL_LAN,TRIBAL_L_1,CONGRESSIO,CENSUS_BLO,HUC_CODE,EPA_REGION,SITE_TYPE_,LOCATION_D,CREATE_DAT,UPDATE_DAT,US_MEXICO_,PGM_SYS_AC,INTEREST_T,NAICS_CODE,NAICS_CO_1,SIC_CODES,SIC_CODE_D,CONVEYOR,COLLECT_DE,ACCURACY_V,REF_POINT_,HDATUM_DES,SOURCE_DES,count,,X,Y
6001016900,MANHATTAN WELLS REHABILITATION & STARTUP PROJECT,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066365132,1.10E+11,6219 MANHATTAN,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90047,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/14/2015 11:11:00,,,CA-ENVIROVIEW,STATE MASTER,,,4941,WATER SUPPLY,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1060,,-118.30998,33.98278
5123020001,MANOLO GONZALEZ SMOG STATION,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002828520,1.10E+11,3000 S FIGUEROA ST,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90007,,,,,31,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,8/8/2010 16:54:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1061,,-118.27775,34.02468
5040026912,MANUAL ARTS NEW E S NO 3,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013306145,1.10E+11,3020 S CATALINA ST,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90007,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/31/2002 16:57:00,1/26/2012 13:24:00,,"BR, HWTS-DATAMART, RCRAINFO","HAZARDOUS WASTE BIENNIAL REPORTER, LQG, STATE MASTER",,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1062,,-118.29353,34.02652
5017030909,MANUAL ARTS NEW P C NO 2,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110013292971,1.10E+11,1017 W 47TH ST,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90037,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/31/2002 16:06:00,1/26/2012 13:24:00,,"BR, HWTS-DATAMART, RCRAINFO","HAZARDOUS WASTE BIENNIAL REPORTER, SQG, STATE MASTER",,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1063,,-118.29227,34.0009
6038012002,MANUELS,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002941078,1.10E+11,8804 S VERMONT,,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90044,,,,,35,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,12/29/2014 9:04:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1064,,-118.29119,33.95774
6038012002,MANUELS IRON/RADIATOR,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065597722,1.10E+11,8804 S VERMONT AVE,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90044,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/13/2015 12:14:00,,,CA-ENVIROVIEW,STATE MASTER,,,7539,"AUTOMOTIVE REPAIR SHOPS, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1065,,-118.29119,33.95774
5127022016,MAPLE AUTO CENTER,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110064925700,1.10E+11,1745 S MAPLE AVE,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90015,,,,,31,6.04E+13,18070104,9,STATIONARY,,10/10/2015 7:30:00,,,CA-ENVIROVIEW,STATE MASTER,,,7538,GENERAL AUTOMOTIVE REPAIR SHOPS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1066,,-118.26125,34.02988
6032014019,MAR RAY CLEANERS,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002726006,1.10E+11,853 W MANCHESTER AVE,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90044,,,,,35,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,8/5/2010 11:58:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,1067,,-118.2887557,33.96021623
5120005005,MARGUS AUTO ELECTRIC EXCHANG,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066581915,1.10E+11,165 E JEFFERSON BLVD,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90011,,,,,31,6.04E+13,18070105,9,STATIONARY,,10/14/2015 12:11:00,,,CA-ENVIROVIEW,STATE MASTER,,,7694,ARMATURE REWINDING SHOPS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,1068,,-118.2703909,34.01779361
6001016007,MARIEN BODY SHOP,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110064927067,1.10E+11,1855 W GAGE AVE,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90047,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/10/2015 7:32:00,,,CA-ENVIROVIEW,STATE MASTER,,,7539,"AUTOMOTIVE REPAIR SHOPS, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1069,,-118.31087,33.98211
6001020018,MARIN AND COMPANY INC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110022821348,1.10E+11,2001 W GAGE AVE,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90047,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/11/2005 11:21:00,1/26/2012 13:24:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1070,,-118.31375,33.9821
0,MARINA INTERCEPTOR SEWER LINE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065563250,1.10E+11,JEFFERSON,,LOS ANGELES,LOS ANGELES COUNTY,,CA,CALIFORNIA,U.S.A.,90011,,,,,31,6.04E+13,18070105,9,STATIONARY,,10/13/2015 11:41:00,,,CA-ENVIROVIEW,STATE MASTER,,,1623,"WATER, SEWER, PIPELINE, AND COMMUNICATIONS AND POWER LINE CONSTRUCTION",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,1071,,-118.2726437,34.01865634
5122010001,MARIO'S AUTOMOTIVE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065258349,1.10E+11,201 W 31ST ST,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90007,,,,,31,6.04E+13,18070104,9,STATIONARY,,10/10/2015 10:19:00,,,CA-ENVIROVIEW,STATE MASTER,,,7538,GENERAL AUTOMOTIVE REPAIR SHOPS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1072,,-118.27341,34.02226
5128024034,MARQUEZ SERVICE STATION,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065448698,1.10E+11,2603 S CENTRAL AVE A,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90011,,,,,31,6.04E+13,18070104,9,STATIONARY,,10/13/2015 9:34:00,,,CA-ENVIROVIEW,STATE MASTER,,,5541,GASOLINE SERVICE STATIONS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1073,,-118.25541,34.01858
5126012013,MARTIN SENOUR,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002716017,1.10E+11,333 W WASHINGTON BLVD,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90015,,,,,31,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,8/8/2010 18:20:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1074,,-118.26929,34.03351
5131004017,MARVELOUS THINGS,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002617151,1.10E+11,811 E WASHINGTON,,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90011,,,,,31,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,12/29/2014 8:54:00,,RCRAINFO,UNSPECIFIED UNIVERSE,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,1075,,-118.2540874,34.02635047
6063032029,MARVIN'S AUTO SERVICE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065605170,1.10E+11,10732 S MAIN ST,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90003,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/13/2015 12:19:00,,,CA-ENVIROVIEW,STATE MASTER,,,7539,"AUTOMOTIVE REPAIR SHOPS, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,1076,,-118.2736741,33.93862324
5120005010,MASS MANUFACTURE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110012234876,1.10E+11,197 E JEFFERSON,,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90011,,,,,31,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,12/29/2014 9:12:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1077,,-118.26952,34.01753
5122031004,MASS MFG,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110014377343,1.10E+11,3435 S BROADWAY,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90007,,,,,31,6.04E+13,18070105,9,STATIONARY,,5/18/2003 1:20:00,1/26/2012 13:34:00,,"HWTS-DATAMART, RCRAINFO","SQG, STATE MASTER",323113,COMMERCIAL SCREEN PRINTING.,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1078,,-118.2746,34.01821
5123020001,MASTER MUFFLER,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066370000,1.10E+11,3000 S FIGUEROA ST UN 1,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90007,,,,,31,6.04E+13,18070104,9,STATIONARY,,10/14/2015 11:12:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1079,,-118.27775,34.02468
5105021018,MATA BOYZ GARAGE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065683353,1.10E+11,5738 S LONG BEACH AVE,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90058,,,,,31,6.04E+13,18070105,9,STATIONARY,,10/13/2015 13:22:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1080,,-118.24295,33.9902
5122036023,"MATCHMASTER DYEING &, FINISHING INC",http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110001169388,1.10E+11,3700 S BROADWAY,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,900070000,,,,,31,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,12/31/2015 10:53:00,,"AIR, AIRS/AFS, CA-ENVIROVIEW, EIS, NCDB, SSTS, TRIS, TSCA","AIR MINOR, COMPLIANCE ACTIVITY, HAZARDOUS AIR POLLUTANT MAJOR, PESTICIDE PRODUCER, STATE MASTER, TRI REPORTER, TSCA SUBMITTER","313310, 313311","BROADWOVEN FABRIC FINISHING MILLS., TEXTILE AND FABRIC FINISHING MILLS","2261, 2269, 2299","FINISHERS OF BROADWOVEN FABRICS OF COTTON, FINISHERS OF TEXTILES, NOT ELSEWHERE CLASSIFIED, TEXTILE GOODS, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1081,,-118.27557,34.01519
6002001008,MATHIS AUTO,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065345246,1.10E+11,1700 W SLAUSON AVE,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90047,,,,,33,6.04E+13,18070104,9,STATIONARY,,10/13/2015 7:24:00,,,CA-ENVIROVIEW,STATE MASTER,,,7538,GENERAL AUTOMOTIVE REPAIR SHOPS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1082,,-118.30713,33.98892
6013001028,MAX'S CLEANERS,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065605394,1.10E+11,7124 S VERMONT AVE,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90044,,,,,35,6.04E+13,18070104,9,STATIONARY,,10/13/2015 12:20:00,,,CA-ENVIROVIEW,STATE MASTER,,,7216,"DRYCLEANING PLANTS, EXCEPT RUG CLEANING",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1083,,-118.29119,33.97501
5101001901,MAXIM LIGHTING,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002711619,1.10E+11,401 E 54TH ST,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90011,,,,,35,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,8/8/2010 18:20:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,1084,,-118.2671111,33.99349804
5101029031,MAYS WEIDING,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002815847,1.10E+11,5518 SO BROADWAY,,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90037,,,,,35,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,12/29/2014 9:01:00,,RCRAINFO,SQG,811111,GENERAL AUTOMOTIVE REPAIR.,,,COMMERCIAL VENDOR,ADDRESS MATCHING-HOUSE NUMBER,150,PLANT ENTRANCE (GENERAL),NAD83,,1087,,-118.2780941,33.99195575
5127025011,MC LOGAN SUPPLY CO INC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065605483,1.10E+11,2010 S MAIN ST,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90007,,,,,31,6.04E+13,18070104,9,STATIONARY,,10/13/2015 12:20:00,,,CA-ENVIROVIEW,STATE MASTER,,,5084,INDUSTRIAL MACHINERY AND EQUIPMENT,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1088,,-118.26546,34.02905
6007006017,MEL BROWN,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009269987,1.10E+11,709 EAST 61ST STREET,,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90001,,,,,35,6.04E+13,18070105,9,POTENTIALLY CONTAMINATED SITE,,3/1/2000 0:00:00,2/26/2016 15:47:00,,SEMS,SUPERFUND (NON-NPL),,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1089,,-118.2628,33.98468
5126017017,MELVIN R STOLTZ   MD,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002882765,1.10E+11,2300 S FLOWER ST   NO 201,,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90007,,,,,31,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,12/29/2014 9:01:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,1090,,-118.2725709,34.02974994
5107024019,MEMO'S GARAGE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066513393,1.10E+11,4868 HOOPER AVE SU A,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90011,,,,,31,6.04E+13,18070105,9,STATIONARY,,10/14/2015 11:49:00,,,CA-ENVIROVIEW,STATE MASTER,,,7532,"TOP, BODY, AND UPHOLSTERY REPAIR SHOPS AND PAINT SHOPS",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1091,,-118.25194,33.99867
5107024019,MENDENHALL-MUNZNA CO-PER 3433,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065885180,1.10E+11,MENDENHALL-MUNZ,,LOS ANGELES,LOS ANGELES COUNTY,,CA,CALIFORNIA,U.S.A.,91040,,,,,,,,9,STATIONARY,,10/13/2015 15:59:00,,,CA-ENVIROVIEW,STATE MASTER,,,9223,CORRECTIONAL INSTITUTIONS,,,,,NAD83,,1092,,-118.25194,33.99867
5124002021,MERKIN MIDDLE ACADEMY,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110037380875,1.10E+11,2023 UNION AVE,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90007-1326,,,,,31,6.04E+13,18070104,9,STATIONARY,,12/15/2008 12:06:00,12/14/2011 10:43:00,,RCRAINFO,LQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1093,,-118.2831,34.03659
5101007003,METAL BRIQUETTING COMPANY,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110037989424,1.10E+11,366 E 58TH ST,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90011-5318,,,,,35,6.04E+13,18070105,9,STATIONARY,,2/13/2009 17:19:00,4/14/2015 21:13:00,,EIS,AIR EMISSIONS CLASSIFICATION UNKNOWN,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1095,,-118.26826,33.98957
5101008007,METAL BRIQUETTING COMPANY,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110054253366,1.10E+11,5700 S SAN PEDRO,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90011,,,,,35,6.04E+13,18070105,9,STATIONARY,,12/3/2012 11:58:00,4/14/2015 18:48:00,,EIS,AIR EMISSIONS CLASSIFICATION UNKNOWN,331529,OTHER NONFERROUS METAL FOUNDRIES (EXCEPT DIE-CASTING),,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1096,,-118.26967,33.99026
5101010035,METAL BRIQUITTING,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110028210415,1.10E+11,366 E 55TH STREET,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,UNITED STATES,90011,,,,,35,6.04E+13,18070105,9,STATIONARY,,2/20/2007 14:47:00,12/29/2014 18:13:00,,ICIS,ENFORCEMENT/COMPLIANCE ACTIVITY,331492,"SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM).",3341,SECONDARY SMELTING AND REFINING OF NONFERROUS METALS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1097,,-118.26774,33.99219
5101007002,METAL BRIQUITTING,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110015779059,1.10E+11,5800 SAN PEDRO AVE. LOT 16,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90011-5324,,,,,35,6.04E+13,18070105,9,STATIONARY,,11/19/2003 8:48:00,10/10/2015 7:26:00,,"CA-ENVIROVIEW, EIS, TRIS","AIR EMISSIONS CLASSIFICATION UNKNOWN, STATE MASTER, TRI REPORTER",423930,RECYCLABLE MATERIAL MERCHANT WHOLESALERS.,,,FRS-TRIS,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1098,,-118.2699687,33.98961923
5105010017,MG PAINT CORP,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065712946,1.10E+11,5508 S BANDERA ST,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90058,,,,,31,6.04E+13,18070105,9,STATIONARY,,10/13/2015 13:43:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,1099,,-118.2399077,33.99265103
5105024033,MG PAINT CORPORATION,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110042274525,1.10E+11,5706 BANDERA STREET,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90058,,,,,31,6.04E+13,18070105,9,STATIONARY,,11/1/2010 16:40:00,10/10/2015 8:33:00,,"BR, CA-ENVIROVIEW, RCRAINFO","HAZARDOUS WASTE BIENNIAL REPORTER, LQG, STATE MASTER",,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1100,,-118.23976,33.99098
5105010021,MG PAINT STORE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110010731173,1.10E+11,5550 BANDERO ST,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,,90058,,,,,31,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,10/15/2015 7:18:00,,"CA-ENVIROVIEW, ICIS, RCRAINFO","FORMAL ENFORCEMENT ACTION, LQG, STATE MASTER",,,5198,"PAINTS, VARNISHES, AND SUPPLIES",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1101,,-118.23975,33.99153
5104026004,MICHAEL NAVARRO,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002865409,1.10E+11,1260 E 57 ST,,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90011,,,,,31,6.04E+13,18070105,9,STATIONARY,,3/1/2000 0:00:00,1/26/2012 12:50:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,1102,,-118.2526464,33.99101247
5124027015,MIDAS AUTO SERVICE,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110065448073,1.10E+11,2424 S FIGUEROA ST,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90007,,,,,31,6.04E+13,18070104,9,STATIONARY,,10/13/2015 9:33:00,,,CA-ENVIROVIEW,STATE MASTER,811111,GENERAL AUTOMOTIVE REPAIR.,7538,GENERAL AUTOMOTIVE REPAIR SHOPS,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1103,,-118.27508,34.02913
6013012013,MIGUEL M AWE DBA CAYO LOGISTICS LLC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110038890304,1.10E+11,808 W 65TH ST,,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90044,,,,,35,6.04E+13,18070104,9,STATIONARY,,6/30/2009 14:36:00,3/28/2014 21:19:00,,RCRAINFO,TRANSPORTER,"562111, 562112","HAZARDOUS WASTE COLLECTION., SOLID WASTE COLLECTION.",,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1104,,-118.28754,33.97983
6013002039,MIKE'S RADIATOR,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110066454759,1.10E+11,809 W FLORENCE AVE,,LOS ANGELES,LOS ANGELES,,CA,CALIFORNIA,U.S.A.,90044,,,,,35,6.04E+13,18070105,9,STATIONARY,,10/14/2015 11:34:00,,,CA-ENVIROVIEW,STATE MASTER,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1105,,-118.28756,33.97491
5126006013,MIRANDA LOGISTICS ENTERPRISES LLC,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110055523027,1.10E+11,2202 S FIGUEROA ST,NO 437,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90007,,,,,31,6.04E+13,18070104,9,STATIONARY,,8/30/2013 19:50:00,,,RCRAINFO,TRANSPORTER,562112,HAZARDOUS WASTE COLLECTION.,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,,1107,,-118.2737056,34.03136928
5126007022,MITSUI MANUFACTURERS BANK,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002819004,1.10E+11,2100 S FIGUEROA STREET,,LOS ANGELES,LOS ANGELES,6037,CA,,USA,90007,,,,,31,6.04E+13,18070104,9,STATIONARY,,3/1/2000 0:00:00,12/29/2014 9:00:00,,RCRAINFO,SQG,,,,,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,,1108,,-118.2732,34.03172
