ain,Name,descriptio,cat1,cat2,cat3,addrln1,addrln2,city,state,zip,hours,phones,url,email,info1,info2,link,org_name,X,Y
5040026046,Los Angeles Child Guidance Clinic,The clinic provides mental health services for youth and young adults and welfare-to-work support services for the families of TANF recipients from two locations.,Health and Mental Health,Mental Health Programs,,3031 S Vermont Ave,,Los Angeles,CA,90007,"Monday and Friday, 8:00am to 6:00pm.","Administrative (323) 373-2400,  Service/Intake (323) 766-2345,  Administrative (323) 766-2360",www.lacgc.org,,,,http://egis3.lacounty.gov/lms/?p=70458,,-118.2918122,34.02665171
5040026046,Los Angeles Child Guidance Clinic,The clinic provides mental health services for youth and young adults and welfare-to-work support services for the families of TANF recipients from two locations.,Health and Mental Health,Mental Health Counseling,,3031 S Vermont Ave,,Los Angeles,CA,90007,"Monday and Friday, 8:00am to 6:00pm.","Administrative (323) 373-2400,  Service/Intake (323) 766-2345,  Administrative (323) 766-2360",www.lacgc.org,,,,http://egis3.lacounty.gov/lms/?p=70458,,-118.2918122,34.02665171
5040026046,Los Angeles Child Guidance Clinic,The clinic provides mental health services for youth and young adults and welfare-to-work support services for the families of TANF recipients from two locations.,Health and Mental Health,Health Screening and Testing,,3031 S Vermont Ave,,Los Angeles,CA,90007,"Monday and Friday, 8:00am to 6:00pm.","Administrative (323) 373-2400,  Service/Intake (323) 766-2345,  Administrative (323) 766-2360",www.lacgc.org,,,,http://egis3.lacounty.gov/lms/?p=70458,,-118.2918122,34.02665171
5037018009,Los Angeles Child Guidance Clinic - Exposition Park Site,The clinic provides mental health services for youth and young adults and welfare-to-work support services for the families of TANF recipients from two locations.,Health and Mental Health,Mental Health Programs,,3787 S Vermont Ave,,Los Angeles,CA,90007,"Monday through Thursday, 8:00am to 8:00pm; Friday, 8:00am to 6:00pm.","Service/Intake (323) 766-2345, Special Education School Service/Intake (323) 766-2340",www.lacgc.org,,,,http://egis3.lacounty.gov/lms/?p=70460,,-118.2917465,34.01745151
5037018009,Los Angeles Child Guidance Clinic - Exposition Park Site,The clinic provides mental health services for youth and young adults and welfare-to-work support services for the families of TANF recipients from two locations.,Health and Mental Health,Mental Health Counseling,,3787 S Vermont Ave,,Los Angeles,CA,90007,"Monday through Thursday, 8:00am to 8:00pm; Friday, 8:00am to 6:00pm.","Service/Intake (323) 766-2345, Special Education School Service/Intake (323) 766-2340",www.lacgc.org,,,,http://egis3.lacounty.gov/lms/?p=70460,,-118.2917465,34.01745151
5037018009,Los Angeles Child Guidance Clinic - Exposition Park Site,The clinic provides mental health services for youth and young adults and welfare-to-work support services for the families of TANF recipients from two locations.,Health and Mental Health,Health Screening and Testing,,3787 S Vermont Ave,,Los Angeles,CA,90007,"Monday through Thursday, 8:00am to 8:00pm; Friday, 8:00am to 6:00pm.","Service/Intake (323) 766-2345, Special Education School Service/Intake (323) 766-2340",www.lacgc.org,,,,http://egis3.lacounty.gov/lms/?p=70460,,-118.2917465,34.01745151
5037018009,Los Angeles Child Guidance Clinic - Exposition Park Site,The clinic provides mental health services for youth and young adults and welfare-to-work support services for the families of TANF recipients from two locations.,Education,Special Curriculum Schools and Programs,,3787 S Vermont Ave,,Los Angeles,CA,90007,"Monday through Thursday, 8:00am to 8:00pm; Friday, 8:00am to 6:00pm.","Service/Intake (323) 766-2345, Special Education School Service/Intake (323) 766-2340",www.lacgc.org,,,,http://egis3.lacounty.gov/lms/?p=70460,,-118.2917465,34.01745151
6023017900,Watts Labor Community Action Committee - Estelle Van Meter - On Hold,The center provides nutrition programs and services for older adults age 60 years and older who live in the 8th and in the upper portion of the 15th Council Districts of South Central Los Angeles.,Social Services,Senior Services,Meals,606 E 76Th St,,Los Angeles,CA,90001,"Monday through Friday, 11:30am to 12:30pm.",Service/Intake (323) 778-9733,www.wlcac.org,,,,http://egis3.lacounty.gov/lms/?p=70721,,-118.2647569,33.97104291
6055020037,Watts Labor Community Action Committee - Watts Senior Center,The center provides nutrition programs and services for older adults age 60 years and older who live in the 8th and in the upper portion of the 15th Council Districts of South Central Los Angeles.,Social Services,Senior Services,,1657 W Century Blvd,,Los Angeles,CA,90002,"Monday through Friday, 11:30am to 12:30pm.",Service/Intake (323) 564-9440,www.wlcac.org,,,,http://egis3.lacounty.gov/lms/?p=70722,,-118.3060152,33.94561078
6055020037,Watts Labor Community Action Committee - Watts Senior Center,The center provides nutrition programs and services for older adults age 60 years and older who live in the 8th and in the upper portion of the 15th Council Districts of South Central Los Angeles.,Social Services,Senior Services,Meals,1657 W Century Blvd,,Los Angeles,CA,90002,"Monday through Friday, 11:30am to 12:30pm.",Service/Intake (323) 564-9440,www.wlcac.org,,,,http://egis3.lacounty.gov/lms/?p=70722,,-118.3060152,33.94561078
5056011903,Los Angeles Conservation Corps - Good Beginnings - Deleted,The agency provides child care and a preschool for low-income families who live in Central and South Central Los Angeles.,Education,Early Childhoold Education and Head Start,,1839 S Hoover St,,Los Angeles,CA,90006,"Monday through Friday, 6:30am to 6:00pm.","Service/Intake (213) 747-6254,  FAX (213) 747-7256",www.lacorps.org,,,,http://egis3.lacounty.gov/lms/?p=70786,,-118.2843424,34.04068538
5056011903,Los Angeles Conservation Corps - Good Beginnings - Deleted,The agency provides child care and a preschool for low-income families who live in Central and South Central Los Angeles.,Social Services,Child Care,,1839 S Hoover St,,Los Angeles,CA,90006,"Monday through Friday, 6:30am to 6:00pm.","Service/Intake (213) 747-6254,  FAX (213) 747-7256",www.lacorps.org,,,,http://egis3.lacounty.gov/lms/?p=70786,,-118.2843424,34.04068538
6052029021,Los Angeles Unified School District - Mental Health Center - Los Angeles,The center provides mental health services for Los Angeles Unified School District students who live in central Los Angeles.,Health and Mental Health,Mental Health Programs,,439 E 97Th St,,Los Angeles,CA,90003,"Monday through Friday, 8:00am to 4:30pm.","FAX (323) 754-1843,  Service/Intake (323) 754-2856","notebook.lausd.net/portal/page?_pageid=33,1049491&_dad=ptl&_schema=PTL_EP",,,,http://egis3.lacounty.gov/lms/?p=70795,,-118.2660041,33.94842785
6052029021,Los Angeles Unified School District - Mental Health Center - Los Angeles,The center provides mental health services for Los Angeles Unified School District students who live in central Los Angeles.,Health and Mental Health,Mental Health Counseling,,439 E 97Th St,,Los Angeles,CA,90003,"Monday through Friday, 8:00am to 4:30pm.","FAX (323) 754-1843,  Service/Intake (323) 754-2856","notebook.lausd.net/portal/page?_pageid=33,1049491&_dad=ptl&_schema=PTL_EP",,,,http://egis3.lacounty.gov/lms/?p=70795,,-118.2660041,33.94842785
5113007907,Kedren Community Mental Health Center,"The center provides inpatient mental health services, and mental health services for people of all ages who live, primarily, in the South Central and Southeast areas of Los Angeles.",Health and Mental Health,Mental Health Programs,,4211 Avalon Blvd,,Los Angeles,CA,90011,"Monday through Sunday, 24 hours per day.","Service/Intake and Administration (323) 233-0425,  TDD (323) 233-0344",,,,,http://egis3.lacounty.gov/lms/?p=70820,,-118.2654189,34.00720458
5113007907,Kedren Community Mental Health Center,"The center provides inpatient mental health services, and mental health services for people of all ages who live, primarily, in the South Central and Southeast areas of Los Angeles.",Health and Mental Health,Mental Health Counseling,,4211 Avalon Blvd,,Los Angeles,CA,90011,"Monday through Sunday, 24 hours per day.","Service/Intake and Administration (323) 233-0425,  TDD (323) 233-0344",,,,,http://egis3.lacounty.gov/lms/?p=70820,,-118.2654189,34.00720458
5039020034,Usc School For Early Childhood Education - Head Start/State Preschool Home Based Program,"The agency provides early childhood education services for families in Los Angeles zip codes 90006, 90007, 90015, 90018, 90037, and parts of 90008, 90011 and 90062.",Education,Early Childhoold Education and Head Start,,3215 S Hoover St,Suite B,Los Angeles,CA,90007,,Service/Intake (213) 740-8214,www.usc.edu/ext-relations,,,,http://egis3.lacounty.gov/lms/?p=70986,,-118.2842463,34.02605573
5108028030,South Central Family Health Center,"The center provides health education, health services, and volunteer opportunities for low-income people of all ages in South Los Angeles.",Health and Mental Health,Hospitals and Medical Centers,,4425 S Central Ave,,Los Angeles,CA,90011,"Monday through Friday, 7:00am to 7:00pm; Saturday, 7:00am to 6:00pm.","Administrative (323) 908-4245, Volunteer Intake Service/Intake (323) 908-4233, Administration FAX FAX (323) 908-4256, Operator Service/Intake (323) 908-4201, Front Office Service/Intake (323) 908-4277, Appointments Service/Intake (323) 908-4200, Front Of",www.scfhc.org,,,,http://egis3.lacounty.gov/lms/?p=71158,,-118.2567589,34.00305519
5108028030,South Central Family Health Center,"The center provides health education, health services, and volunteer opportunities for low-income people of all ages in South Los Angeles.",Health and Mental Health,Health Clinics,,4425 S Central Ave,,Los Angeles,CA,90011,"Monday through Friday, 7:00am to 7:00pm; Saturday, 7:00am to 6:00pm.","Administrative (323) 908-4245, Volunteer Intake Service/Intake (323) 908-4233, Administration FAX FAX (323) 908-4256, Operator Service/Intake (323) 908-4201, Front Office Service/Intake (323) 908-4277, Appointments Service/Intake (323) 908-4200, Front Of",www.scfhc.org,,,,http://egis3.lacounty.gov/lms/?p=71158,,-118.2567589,34.00305519
5108028030,South Central Family Health Center,"The center provides health education, health services, and volunteer opportunities for low-income people of all ages in South Los Angeles.",Health and Mental Health,Health Education and Counseling,,4425 S Central Ave,,Los Angeles,CA,90011,"Monday through Friday, 7:00am to 7:00pm; Saturday, 7:00am to 6:00pm.","Administrative (323) 908-4245, Volunteer Intake Service/Intake (323) 908-4233, Administration FAX FAX (323) 908-4256, Operator Service/Intake (323) 908-4201, Front Office Service/Intake (323) 908-4277, Appointments Service/Intake (323) 908-4200, Front Of",www.scfhc.org,,,,http://egis3.lacounty.gov/lms/?p=71158,,-118.2567589,34.00305519
5108028030,South Central Family Health Center,"The center provides health education, health services, and volunteer opportunities for low-income people of all ages in South Los Angeles.",Health and Mental Health,Health Screening and Testing,,4425 S Central Ave,,Los Angeles,CA,90011,"Monday through Friday, 7:00am to 7:00pm; Saturday, 7:00am to 6:00pm.","Administrative (323) 908-4245, Volunteer Intake Service/Intake (323) 908-4233, Administration FAX FAX (323) 908-4256, Operator Service/Intake (323) 908-4201, Front Office Service/Intake (323) 908-4277, Appointments Service/Intake (323) 908-4200, Front Of",www.scfhc.org,,,,http://egis3.lacounty.gov/lms/?p=71158,,-118.2567589,34.00305519
5108028030,South Central Family Health Center,"The center provides health education, health services, and volunteer opportunities for low-income people of all ages in South Los Angeles.",Health and Mental Health,Public Health Programs,,4425 S Central Ave,,Los Angeles,CA,90011,"Monday through Friday, 7:00am to 7:00pm; Saturday, 7:00am to 6:00pm.","Administrative (323) 908-4245, Volunteer Intake Service/Intake (323) 908-4233, Administration FAX FAX (323) 908-4256, Operator Service/Intake (323) 908-4201, Front Office Service/Intake (323) 908-4277, Appointments Service/Intake (323) 908-4200, Front Of",www.scfhc.org,,,,http://egis3.lacounty.gov/lms/?p=71158,,-118.2567589,34.00305519
5108028030,South Central Family Health Center,"The center provides health education, health services, and volunteer opportunities for low-income people of all ages in South Los Angeles.",Health and Mental Health,Immunization,,4425 S Central Ave,,Los Angeles,CA,90011,"Monday through Friday, 7:00am to 7:00pm; Saturday, 7:00am to 6:00pm.","Administrative (323) 908-4245, Volunteer Intake Service/Intake (323) 908-4233, Administration FAX FAX (323) 908-4256, Operator Service/Intake (323) 908-4201, Front Office Service/Intake (323) 908-4277, Appointments Service/Intake (323) 908-4200, Front Of",www.scfhc.org,,,,http://egis3.lacounty.gov/lms/?p=71158,,-118.2567589,34.00305519
5108028030,South Central Family Health Center,"The center provides health education, health services, and volunteer opportunities for low-income people of all ages in South Los Angeles.",Education,Special Curriculum Schools and Programs,,4425 S Central Ave,,Los Angeles,CA,90011,"Monday through Friday, 7:00am to 7:00pm; Saturday, 7:00am to 6:00pm.","Administrative (323) 908-4245, Volunteer Intake Service/Intake (323) 908-4233, Administration FAX FAX (323) 908-4256, Operator Service/Intake (323) 908-4201, Front Office Service/Intake (323) 908-4277, Appointments Service/Intake (323) 908-4200, Front Of",www.scfhc.org,,,,http://egis3.lacounty.gov/lms/?p=71158,,-118.2567589,34.00305519
5074015051,Los Angeles New Life Center Inc,The agency provides counseling services to adolescents and adults who live in Los Angeles County.,Health and Mental Health,Mental Health Programs,,1828 S Western Ave,Suite 21,Los Angeles,CA,90006,"Monday through Friday, 10:00am to 7:00pm.",Service/Intake and Administration (323) 734-3677,,,,,http://egis3.lacounty.gov/lms/?p=71168,,-118.3087939,34.04091071
5074015051,Los Angeles New Life Center Inc,The agency provides counseling services to adolescents and adults who live in Los Angeles County.,Health and Mental Health,Mental Health Counseling,,1828 S Western Ave,Suite 21,Los Angeles,CA,90006,"Monday through Friday, 10:00am to 7:00pm.",Service/Intake and Administration (323) 734-3677,,,,,http://egis3.lacounty.gov/lms/?p=71168,,-118.3087939,34.04091071
5074015051,Los Angeles New Life Center Inc,The agency provides counseling services to adolescents and adults who live in Los Angeles County.,Health and Mental Health,Health Education and Counseling,,1828 S Western Ave,Suite 21,Los Angeles,CA,90006,"Monday through Friday, 10:00am to 7:00pm.",Service/Intake and Administration (323) 734-3677,,,,,http://egis3.lacounty.gov/lms/?p=71168,,-118.3087939,34.04091071
5074015051,Los Angeles New Life Center Inc,The agency provides counseling services to adolescents and adults who live in Los Angeles County.,Health and Mental Health,Public Health Programs,,1828 S Western Ave,Suite 21,Los Angeles,CA,90006,"Monday through Friday, 10:00am to 7:00pm.",Service/Intake and Administration (323) 734-3677,,,,,http://egis3.lacounty.gov/lms/?p=71168,,-118.3087939,34.04091071
5074015051,Los Angeles New Life Center Inc,The agency provides counseling services to adolescents and adults who live in Los Angeles County.,Health and Mental Health,Substance Abuse Programs,,1828 S Western Ave,Suite 21,Los Angeles,CA,90006,"Monday through Friday, 10:00am to 7:00pm.",Service/Intake and Administration (323) 734-3677,,,,,http://egis3.lacounty.gov/lms/?p=71168,,-118.3087939,34.04091071
5042019018,"Eddie Rochester Anderson Foundation, The",The foundation provides sober living for adults in Los Angeles County.,Health and Mental Health,Substance Abuse Programs,,1932 Rochester Cir,,Los Angeles,CA,90018,"Monday through Sunday, 24 hours per day.","Service/Intake and Administration (323) 766-1119,  FAX (323) 766-1222",www.teraf.org,,,,http://egis3.lacounty.gov/lms/?p=71234,,-118.3150648,34.02095602
6055021047,Treatment Solutions Inc,"The agency provides substance abuse services for adolescents, age 12 years to 18 years, and young adults, age 18 to 20, in South Los Angeles, including the City of Inglewood.",Health and Mental Health,Substance Abuse Programs,,1719 W Century Blvd,,Los Angeles,CA,90047,"Monday through Saturday, 9:00am to 6:00pm.",Service/Intake (310) 593-1766,,,,,http://egis3.lacounty.gov/lms/?p=71292,,-118.3075305,33.94562034
5001035043,Chosen Gospel Recovery Inc,"The agency provides sober living for single women and single mothers, age 18 and older, recovering from substance abuse.",Health and Mental Health,Substance Abuse Programs,,417 W 55Th St,,Los Angeles,CA,90037,"Monday through Sunday, 24 hours per day.","FAX (323) 759-4906,  Service/Intake and Administration (323) 750-2328, 24 HR Toll-Free Hotline Hotline/Talkline/Warmline (866) 700-4823,  Service/Intake and Administration (323) 244-6902",www.chosen-ministry.org,,,,http://egis3.lacounty.gov/lms/?p=71362,,-118.2811585,33.99248464
5001015032,St. John's Well Child And Family Center -  S. Mark Taper Foundation Chronic Disease And Environmental Health Center,"The center provides counseling, dental services, health services for low-income people of all ages who live in the Los Angeles County area.",Health and Mental Health,Health Clinics,,808 W 58Th St,,Los Angeles,CA,90037,"Monday through Friday, 8:00am to 5:00pm; Saturday, 7:00am to 3:30pm","Adult services only Service/Intake (323) 541-1400, Scheduling line for all clinics Service/Intake (323) 541-1411",www.wellchild.org,,,,http://egis3.lacounty.gov/lms/?p=71431,,-118.2875184,33.98959273
5001015032,St. John's Well Child And Family Center -  S. Mark Taper Foundation Chronic Disease And Environmental Health Center,"The center provides counseling, dental services, health services for low-income people of all ages who live in the Los Angeles County area.",Health and Mental Health,Dental Care,,808 W 58Th St,,Los Angeles,CA,90037,"Monday through Friday, 8:00am to 5:00pm; Saturday, 7:00am to 3:30pm","Adult services only Service/Intake (323) 541-1400, Scheduling line for all clinics Service/Intake (323) 541-1411",www.wellchild.org,,,,http://egis3.lacounty.gov/lms/?p=71431,,-118.2875184,33.98959273
5020029902,St. John's Well Child And Family Center - With Children's Hospital At Manual Arts High School,"The center provides counseling, dental services, health services for low-income people of all ages who live in the Los Angeles County area.",Health and Mental Health,Health Clinics,,4131 S Vermont Ave,,Los Angeles,CA,90037,"Monday, Wednesday, Friday, 8:00am to 4:30pm","Service/Intake (323) 541-1631, Scheduling line for all clinics Service/Intake (323) 541-1411",www.wellchild.org,,,,http://egis3.lacounty.gov/lms/?p=71432,,-118.291713,34.00835312
5056027037,Children's Bureau - Magnolia Place Wallis Annenberg Child Development Center,"The agency provides child abuse services, early childhood education, family life education, foster care services, mental health services and a school readiness program for children 0 to 5.",Education,Early Childhoold Education and Head Start,,1910 Magnolia Ave,,Los Angeles,CA,90007,"Monday through Friday, 6:00am to 6:00pm.",Service/Intake (213) 342-0100,www.all4kids.org,,,,http://egis3.lacounty.gov/lms/?p=71511,,-118.2862945,34.03946351
6031014907,City Of Los Angeles Office Of The City Attorney - Victim Assistance Unit - 77Th St Lapd Station,The program provides victims of crime support for the city of Los Angeles.,Health and Mental Health,Mental Health Counseling,,7600 S Broadway,,Los Angeles,CA,90003,"Monday through Thursday, 8:00am to 5:00pm; every other Friday, 8:00am to 5:00pm.",Joanne Zaratan - Victims Assistance Coordinator Service/Intake (213) 485-8848,www.lacity.org/atty,,,,http://egis3.lacounty.gov/lms/?p=71573,,-118.2780227,33.97060833
5114029908,City Of Los Angeles Office Of The City Attorney - Victim Assistance Unit - Newton Lapd Station,The program provides victims of crime support for the city of Los Angeles.,Health and Mental Health,Mental Health Counseling,,3400 S Central Ave,,Los Angeles,CA,90011,"Tuesday through Friday, 8:00am to 4:00pm.",Julie Briones - Victim Assistance Coordinator Service/Intake (323) 846-5374,www.lacity.org/atty,,,,http://egis3.lacounty.gov/lms/?p=71576,,-118.2562904,34.0125587
5126014905,Los Angeles Trade Technical College - Career Resource Center,The school provides employment services and post-secondary education to people who live in Los Angeles County.,Health and Mental Health,Mental Health Programs,,400 W Washington Blvd,Bldg. C-107A,Los Angeles,CA,90015,"Monday through Thursday, 10:00am to 5:30pm; Friday, 9:00am to 1:00pm.","Service/Intake (213) 763-7104,  FAX (213) 763-5994, CalWorks Participants Service/Intake (213) 763-7109",www.lattc.edu,,,,http://egis3.lacounty.gov/lms/?p=71627,,-118.2700246,34.03302084
5117012901,Pacific Asian Consortium In Employment - Head Start - Lindsey,This is a delegate agency of the Los Angeles County Office of Education Head Start/State Preschool.,Education,Early Childhoold Education and Head Start,,1584 E Martin Luther King Jr Blvd,,Los Angeles,CA,90011,"Monday through Friday, 8:30am to 12:00pm; and 1:00pm to 4:30pm.",Service/Intake (323) 233-0195,www.pacela.org,,,,http://egis3.lacounty.gov/lms/?p=71636,,-118.2468059,34.01043962
5105004900,Pacific Asian Consortium In Employment - Head Start - Early Explorer,This is a delegate agency of the Los Angeles County Office of Education Head Start/State Preschool.,Education,Early Childhoold Education and Head Start,,1594 E 54Th St,,Los Angeles,CA,90011,"Monday through Friday, 8:30am to 12:00pm and 1:00pm to 4:30pm.",Service/Intake (323) 232-1300,www.pacela.org,,,,http://egis3.lacounty.gov/lms/?p=71637,,-118.2453446,33.99380083
5115018036,Pacific Asian Consortium In Employment - Head Start - Young Innovators,This is a delegate agency of the Los Angeles County Office of Education Head Start/State Preschool.,Education,Early Childhoold Education and Head Start,,4261 S Central Ave,,Los Angeles,CA,90011,"Monday through Friday, 8:30am to 12:00pm; and 1:00pm to 4:30pm.",Service/Intake (323) 521-1962,www.pacela.org,,,,http://egis3.lacounty.gov/lms/?p=71638,,-118.2566731,34.00625255
5108021025,Pacific Asian Consortium In Employment - Head Start - Lew Sand Walter,This is a delegate agency of the Los Angeles County Office of Education Head Start/State Preschool.,Education,Early Childhoold Education and Head Start,,1010 E 48Th St,,Los Angeles,CA,90011,"Monday through Friday, 8:15am to 11:45am; 8:30am to 12:00pm; 12:45pm to 4:15pm; and 1:00pm to 4:30pm.",Service/Intake (323) 521-1962,www.pacela.org,,,,http://egis3.lacounty.gov/lms/?p=71639,,-118.2578252,34.00016483
6049031029,Shields For Families Inc - Shields Place Of Family,"The agency provides child abuse services, domestic violence services, family preservation services, mental health services, residential substance abuse treatment, substance abuse services, vocational education services and youth services primarily for fa",Health and Mental Health,Substance Abuse Programs,,9307 S Central Ave,,Los Angeles,CA,90002,"Monday through Friday, 8:00am to 8:30pm; Saturday, 8:30am to 5:30pm.","Service/Intake and Administration (323) 564-6982,  FAX (323) 564-5970",www.shieldsforfamilies.org,,,,http://egis3.lacounty.gov/lms/?p=71658,,-118.2554123,33.95154083
6006029001,Special Service For Groups - Weber Community Center,"The agency provides advocacy, child care, HIV/AIDS services, holiday assistance, interpreter and translator services, personal goods, services for non-profit organizations, services for older adults, substance abuse services, and youth services in Los An",Health and Mental Health,Mental Health Counseling,,5849 Crocker St,Unit L,Los Angeles,CA,90003,"Monday through Friday, 8:30am to 4:30pm.","Service/Intake (323) 234-4445,  FAX (323) 234-4477",ssgmain.org/,,,,http://egis3.lacounty.gov/lms/?p=71664,,-118.2686606,33.98846906
6006029001,Special Service For Groups - Weber Community Center,"The agency provides advocacy, child care, HIV/AIDS services, holiday assistance, interpreter and translator services, personal goods, services for non-profit organizations, services for older adults, substance abuse services, and youth services in Los An",Health and Mental Health,Health Centers,,5849 Crocker St,Unit L,Los Angeles,CA,90003,"Monday through Friday, 8:30am to 4:30pm.","Service/Intake (323) 234-4445,  FAX (323) 234-4477",ssgmain.org/,,,,http://egis3.lacounty.gov/lms/?p=71664,,-118.2686604,33.98840877
6006029001,Special Service For Groups - Weber Community Center,"The agency provides advocacy, child care, HIV/AIDS services, holiday assistance, interpreter and translator services, personal goods, services for non-profit organizations, services for older adults, substance abuse services, and youth services in Los An",Health and Mental Health,Substance Abuse Programs,,5849 Crocker St,Unit L,Los Angeles,CA,90003,"Monday through Friday, 8:30am to 4:30pm.","Service/Intake (323) 234-4445,  FAX (323) 234-4477",ssgmain.org/,,,,http://egis3.lacounty.gov/lms/?p=71664,,-118.2686607,33.98850552
5128023037,Central Neighborhood Health Center,This community clinic provides general primary medical care in the South Central area of the City of Los Angeles.,Health and Mental Health,Health Clinics,,2707 S Central Ave,,Los Angeles,CA,90011,,Service/Intake (323) 234-5000,,,,,http://egis3.lacounty.gov/lms/?p=71709,,-118.2556533,34.0176519
5128023037,Central Neighborhood Health Center,This community clinic provides general primary medical care in the South Central area of the City of Los Angeles.,Health and Mental Health,Public Health Programs,,2707 S Central Ave,,Los Angeles,CA,90011,,Service/Intake (323) 234-5000,,,,,http://egis3.lacounty.gov/lms/?p=71709,,-118.2556248,34.01769963
6040037018,City Of Los Angeles Community Development Department - Southeast Los Angeles Familysource Center - Coalition Of Mental Health Professionals,"The City of Los Angeles Community Development Department, FamilySource Centers, provide a wealth of services and programs for families with children.",Education,Guidance and Tutoring Programs,,9145 S Broadway,"Coalition of Mental Health Professionals, Inc.",Los Angeles,CA,90003,"Monday through Friday, 9:00am to 7:00pm; Saturday, 9:00am to 2:00pm.",Service/Intake (323) 777-3120,cdd.lacity.org/fam_index.html,,,,http://egis3.lacounty.gov/lms/?p=71778,,-118.278437,33.95309004
6050022004,Eula's House - 97Th St.,The agency provides a sober living homes for adults in Los Angeles County.,Health and Mental Health,Substance Abuse Programs,,814 E 97Th St,,Los Angeles,CA,90002,"Monday through Sunday, 24 hours per day.",Service/Intake and Administration (310) 213-3075,www.eulashouse.org,,,,http://egis3.lacounty.gov/lms/?p=71813,,-118.2602465,33.94825601
5003021023,School On Wheels Inc - South Los Angeles,"The agency provides education services for homeless youth and volunteer opportunities for adults who live in Los Angeles, Orange, San Bernardino, Santa Barbara and Ventura Counties.",Education,Guidance and Tutoring Programs,,5500 S Western Ave,,Los Angeles,CA,90062,"Monday through Friday, 9:00am to 5:00pm.  Hours vary and are dependent on availability of tutors.",Service/Intake (323) 291-8727,www.schoolonwheels.org,,,,http://egis3.lacounty.gov/lms/?p=71835,,-118.3087032,33.99219723
6006001025,California Care Corporation - Los Angeles,"The agency provides substance abuse treatment programs for adults and adolescents, age 12 to 18, and court-ordered domestic violence and parenting programs in the greater Los Angeles area.",Health and Mental Health,Mental Health Counseling,,5930 S Main St,Suite 104,Los Angeles,CA,90003,"Monday through Friday, 9:00am to 7:00pm; Saturday, 9:00am to 1:00pm","Service/Intake (323) 372-5900,  FAX (323) 417-6363",www.californiacarecorp.com,,,,http://egis3.lacounty.gov/lms/?p=71881,,-118.2737064,33.9863917
6006001025,California Care Corporation - Los Angeles,"The agency provides substance abuse treatment programs for adults and adolescents, age 12 to 18, and court-ordered domestic violence and parenting programs in the greater Los Angeles area.",Health and Mental Health,Substance Abuse Programs,,5930 S Main St,Suite 104,Los Angeles,CA,90003,"Monday through Friday, 9:00am to 7:00pm; Saturday, 9:00am to 1:00pm","Service/Intake (323) 372-5900,  FAX (323) 417-6363",www.californiacarecorp.com,,,,http://egis3.lacounty.gov/lms/?p=71881,,-118.2737064,33.9863917
6033022018,Community Coalition (Social Justice),The agency provides community services and substance abuse services to residents of South Central Los Angeles. Â Services are restricted to South Central Los Angeles residents.,Health and Mental Health,Substance Abuse Programs,,8101 S. Vermont Ave.,,Los Angeles,CA,90044,"Monday through Friday, 8:30am to 5:00pm","FAX (323) 750-9640,  Service/Intake and Administration (323) 750-9087",www.cocosouthla.org,,,,http://egis3.lacounty.gov/lms/?p=57184,,-118.2919981,33.96530174
5003012004,St. Bridgid,,Community Groups,Churches,,5214  S. Western Avenue,,Los Angeles,CA,90062,,(323) 292 - 0781,,,,,http://egis3.lacounty.gov/lms/?p=68642,St. Bridgid,-118.3087572,33.99451142
6072033004,Masjid Al-Rasul,,Community Groups,Churches,,11211 S. Central Avenue,,Los Angeles,CA,90059,,"(323) 567 - 7114
",,,,,http://egis3.lacounty.gov/lms/?p=68684,Masjid Al-Rasul,-118.2545749,33.93247512
5108011029,Avalon Carver Community Center,"The agency provides education services, home improvement services, and substance abuse services for people who live in the Los Angeles County.",Health and Mental Health,Substance Abuse Programs,,4920 S. Avalon Blvd.,,Los Angeles,CA,90011,"Monday through Saturday, 9:00am to 9:00pm.","FAX (323) 234-1008,  Service/Intake and Administration (323) 232-4391, Weatherization Service/Intake (562) 984-5511",www.avalon-carver.org,,,,http://egis3.lacounty.gov/lms/?p=57411,www.avalon-carver.org,-118.2650309,33.99850912
5108011029,Avalon Carver Community Center,"The agency provides education services, home improvement services, and substance abuse services for people who live in the Los Angeles County.",Education,Guidance and Tutoring Programs,,4920 S. Avalon Blvd.,,Los Angeles,CA,90011,"Monday through Saturday, 9:00am to 9:00pm.","FAX (323) 234-1008,  Service/Intake and Administration (323) 232-4391, Weatherization Service/Intake (562) 984-5511",www.avalon-carver.org,,,,http://egis3.lacounty.gov/lms/?p=57411,www.avalon-carver.org,-118.2650309,33.99850912
5108011029,Avalon Carver Community Center,"The agency provides education services, home improvement services, and substance abuse services for people who live in the Los Angeles County.",Education,Adult Education,,4920 S. Avalon Blvd.,,Los Angeles,CA,90011,"Monday through Saturday, 9:00am to 9:00pm.","FAX (323) 234-1008,  Service/Intake and Administration (323) 232-4391, Weatherization Service/Intake (562) 984-5511",www.avalon-carver.org,,,,http://egis3.lacounty.gov/lms/?p=57411,www.avalon-carver.org,-118.2650309,33.99850912
